file_name,aspect_ratio,solidity,extent,top_width_ratio,hu_moment_1,century,target_shape
cropped_00925_3.jpg,0.59,1.0,0.59,0.22,0.6886,18,onion
cropped_00934_1.jpg,1.16,1.0,0.68,0.3,0.7615,18,onion
cropped_00934_2.jpg,0.42,1.0,0.57,0.13,0.5933,18,onion
cropped_00934_3.jpg,1.05,1.0,0.66,0.6,0.7671,18,onion
cropped_02942_1.jpg,0.48,1.0,0.58,0.18,0.6606,18,onion
cropped_02942_2.jpg,1.08,1.0,0.66,0.34,0.7654,18,onion
cropped_02942_3.jpg,0.86,1.0,0.99,1.0,0.7729,18,onion
cropped_06931_1.jpg,0.68,1.0,0.99,1.0,0.7461,18,tent
cropped_06931_2.jpg,0.53,1.0,0.64,0.14,0.6777,18,tent
cropped_06931_3.jpg,0.29,1.0,0.57,0.13,0.451,18,tent
cropped_02356_1.jpg,2.33,1.0,0.57,0.3,0.6534,18,helmet
cropped_02356_2.jpg,0.3,1.0,0.53,0.14,0.4241,18,helmet
cropped_02356_3.jpg,1.2,1.0,0.51,0.35,0.6883,18,helmet
cropped_14595_1.jpg,1.11,1.0,0.51,0.14,0.7172,19,tent
cropped_14595_2.jpg,1.08,1.0,0.52,0.14,0.7164,19,tent
cropped_14595_3.jpg,0.95,1.0,0.49,0.1,0.7069,19,tent
cropped_05095_1.jpg,0.52,1.0,0.59,0.18,0.7016,17,onion
cropped_05095_2.jpg,1.13,1.0,0.97,0.99,0.7744,17,onion
cropped_05095_3.jpg,0.59,1.0,0.68,0.24,0.7226,17,onion
cropped_05922_1.jpg,0.3,1.0,0.6,0.21,0.55,17,onion
cropped_05922_2.jpg,0.77,1.0,0.77,0.66,0.773,17,onion
cropped_05922_3.jpg,0.38,1.0,0.59,0.16,0.6032,17,onion
cropped_03197_1.jpg,0.38,1.0,0.69,0.41,0.5765,18,onion
cropped_03197_2.jpg,0.42,1.0,0.69,0.43,0.608,18,onion
cropped_03197_3.jpg,0.83,1.0,0.61,0.42,0.7599,18,onion
cropped_02355_1.jpg,0.81,1.0,0.48,0.08,0.6875,19,helmet
cropped_02355_2.jpg,0.92,1.0,0.88,0.99,0.7813,19,helmet
cropped_02355_3.jpg,1.01,1.0,0.95,0.99,0.7811,19,helmet
cropped_00924_1.jpg,0.61,1.0,0.98,0.99,0.7278,18,tent
cropped_00924_2.jpg,3.05,1.0,0.82,0.79,0.5538,18,tent
cropped_00924_3.jpg,0.87,1.0,0.77,1.0,0.7647,18,tent
cropped_01769_1.jpg,0.57,1.0,0.69,0.21,0.737,20,onion
cropped_01769_2.jpg,0.56,1.0,0.58,0.12,0.6836,20,onion
cropped_01769_3.jpg,0.67,1.0,0.72,0.25,0.7457,20,onion
cropped_02316_1.jpg,0.68,1.0,0.98,0.99,0.7467,20,onion
cropped_02316_2.jpg,1.01,1.0,0.85,0.68,0.7776,20,onion
cropped_02316_3.jpg,0.75,1.0,0.65,0.93,0.6937,20,onion
cropped_01842_1.jpg,0.61,1.0,0.72,0.41,0.6685,18,tent
cropped_01842_2.jpg,0.86,1.0,0.91,1.0,0.7765,18,tent
cropped_01842_3.jpg,0.7,1.0,0.97,1.0,0.753,18,tent
cropped_61886_1.jpg,2.16,1.0,0.66,0.37,0.6664,19,helmet
cropped_61886_2.jpg,1.05,1.0,0.58,0.2,0.7302,19,helmet
cropped_06564_1.jpg,0.77,1.0,0.99,0.99,0.7639,20,tent
cropped_06564_2.jpg,1.84,1.0,0.63,0.17,0.6878,20,tent
cropped_06564_3.jpg,1.06,1.0,0.99,1.0,0.7774,20,tent
cropped_20042_1.jpg,1.76,1.0,0.57,0.15,0.703,20,onion
cropped_20042_2.jpg,0.79,1.0,0.82,0.72,0.7615,20,onion
cropped_20042_3.jpg,2.53,1.0,0.7,0.19,0.5949,20,onion
cropped_02747_1.jpg,1.33,1.0,0.57,0.11,0.7214,21,helmet
cropped_02747_2.jpg,0.89,1.0,0.99,0.99,0.775,21,helmet
cropped_02747_3.jpg,1.14,1.0,0.62,0.38,0.7417,21,helmet
cropped_01883_1.jpg,0.99,1.0,0.7,0.23,0.7717,21,onion
cropped_01883_2.jpg,1.03,1.0,0.71,0.23,0.7696,21,onion
cropped_02749_1.jpg,0.77,1.0,0.99,1.0,0.7629,19,onion
cropped_02749_2.jpg,0.49,1.0,0.68,0.39,0.605,19,onion
cropped_02749_3.jpg,1.26,1.0,0.99,1.0,0.7662,19,onion
cropped_01926_1.jpg,0.91,1.0,0.74,0.19,0.7748,18,onion
cropped_01926_2.jpg,0.24,1.0,0.68,0.5,0.3839,18,onion
cropped_01926_3.jpg,0.45,1.0,0.59,0.14,0.639,18,onion
cropped_15745_1.jpg,2.0,1.0,0.89,0.85,0.6935,21,onion
cropped_15745_2.jpg,1.08,1.0,0.82,0.39,0.7658,21,onion
cropped_00994_1.jpg,1.18,1.0,0.6,0.13,0.741,18,helmet
cropped_00994_2.jpg,1.53,1.0,0.82,0.99,0.729,18,helmet
cropped_00994_3.jpg,1.28,1.0,0.76,0.29,0.7125,18,helmet
cropped_61885_1.jpg,0.49,1.0,0.6,0.25,0.5899,12,tent
cropped_01801_1.jpg,0.61,1.0,0.98,0.99,0.7278,18,onion
cropped_01801_2.jpg,0.74,1.0,0.65,0.23,0.758,18,onion
cropped_01801_3.jpg,0.78,1.0,0.61,0.18,0.7586,18,onion
cropped_15558_2.jpg,0.69,1.0,0.84,0.98,0.7434,21,onion
cropped_15558_3.jpg,0.95,1.0,0.59,0.17,0.7608,21,onion
cropped_08206_1.jpg,1.59,1.0,0.75,0.34,0.7119,21,onion
cropped_08206_2.jpg,0.45,1.0,0.75,0.26,0.6731,21,onion
cropped_08206_3.jpg,1.68,1.0,0.86,0.55,0.7013,21,onion
cropped_01845_1.jpg,0.83,1.0,0.72,0.4,0.7386,18,tent
cropped_01845_2.jpg,0.74,1.0,0.99,1.0,0.7581,18,tent
cropped_01845_3.jpg,0.87,1.0,1.0,1.0,0.7737,18,tent
cropped_43119_1.jpg,0.88,1.0,0.99,1.0,0.7747,21,onion
cropped_43119_2.jpg,0.38,1.0,0.62,0.34,0.5024,21,onion
cropped_43119_3.jpg,1.46,1.0,0.77,0.49,0.7428,21,onion
cropped_05331_1.jpg,1.93,1.0,0.57,0.1,0.6524,13,helmet
cropped_05331_2.jpg,1.87,1.0,0.98,0.99,0.6965,13,helmet
cropped_05331_3.jpg,2.06,1.0,0.53,0.11,0.6413,13,helmet
cropped_15704_1.jpg,0.42,1.0,0.77,0.46,0.6126,21,onion
cropped_15704_2.jpg,0.66,1.0,0.64,0.4,0.7271,21,onion
cropped_15704_3.jpg,0.46,1.0,0.64,0.18,0.6555,21,onion
cropped_06212_1.jpg,0.68,1.0,0.56,0.11,0.6998,19,tent
cropped_06212_2.jpg,2.07,1.0,0.8,0.58,0.6611,19,tent
cropped_06212_3.jpg,0.65,1.0,0.58,0.12,0.7042,19,tent
cropped_02313_1.jpg,0.94,1.0,0.58,0.12,0.7398,19,onion
cropped_02313_2.jpg,0.95,1.0,0.58,0.12,0.7376,19,onion
cropped_02313_3.jpg,0.77,1.0,0.53,0.1,0.7054,19,onion
cropped_12860_1.jpg,1.13,1.0,0.56,0.25,0.7263,21,tent
cropped_12860_2.jpg,0.6,1.0,0.95,0.99,0.7308,21,tent
cropped_12860_3.jpg,1.12,1.0,0.99,1.0,0.7752,21,tent
cropped_01779_1.jpg,0.58,1.0,0.58,0.21,0.7257,18,onion
cropped_01779_2.jpg,0.69,1.0,0.68,0.26,0.7599,18,onion
cropped_01779_3.jpg,0.71,1.0,0.97,0.95,0.7489,18,onion
cropped_56727_1.jpg,0.98,1.0,1.0,1.0,0.7781,21,onion
cropped_56727_2.jpg,0.82,1.0,0.86,0.99,0.7505,21,onion
cropped_56727_3.jpg,0.96,1.0,0.68,0.15,0.7593,21,onion
cropped_51120_1.jpg,0.86,1.0,0.66,0.25,0.7579,21,onion
cropped_51120_2.jpg,1.58,1.0,0.86,0.8,0.7396,21,onion
cropped_00187_1.jpg,1.83,1.0,0.53,0.11,0.6575,20,helmet
cropped_00187_2.jpg,0.98,1.0,0.99,0.99,0.778,20,helmet
cropped_00187_3.jpg,0.66,1.0,0.6,0.32,0.6576,20,helmet
cropped_51228_1.jpg,0.85,1.0,0.62,0.12,0.7425,18,onion
cropped_00188_1.jpg,1.22,1.0,0.77,0.63,0.7583,12,helmet
cropped_00188_2.jpg,1.14,1.0,0.99,1.0,0.7743,12,helmet
cropped_00188_3.jpg,2.53,1.0,0.71,1.0,0.608,12,helmet
cropped_10113_1.jpg,0.87,1.0,0.65,0.19,0.78,21,onion
cropped_10113_2.jpg,0.44,1.0,0.64,0.21,0.6026,21,onion
cropped_10113_3.jpg,0.75,1.0,0.65,0.22,0.7524,21,onion
cropped_45498_1.jpg,0.73,1.0,0.64,0.15,0.758,17,onion
cropped_45498_2.jpg,0.4,1.0,0.49,0.1,0.5022,17,onion
cropped_45498_3.jpg,1.04,1.0,0.97,1.0,0.7782,17,onion
cropped_53605_1.jpg,1.63,1.0,0.81,0.77,0.7429,21,onion
cropped_53605_2.jpg,3.79,1.0,0.77,0.36,0.4478,21,onion
cropped_00578_1.jpg,1.68,1.0,0.8,0.48,0.7334,17,onion
cropped_00578_2.jpg,0.66,1.0,0.56,0.12,0.6914,17,onion
cropped_00578_3.jpg,1.04,1.0,0.59,0.13,0.7515,17,onion
cropped_37969_1.jpg,1.09,1.0,0.62,0.17,0.7508,17,onion
cropped_37969_2.jpg,0.6,1.0,0.53,0.11,0.6643,17,onion
cropped_37969_3.jpg,0.93,1.0,0.64,0.15,0.7588,17,onion
cropped_00587_1.jpg,0.97,1.0,0.63,0.37,0.7592,19,onion
cropped_00587_2.jpg,1.16,1.0,0.99,1.0,0.7734,19,onion
cropped_00587_3.jpg,0.72,1.0,0.66,0.21,0.7685,19,onion
cropped_13876_1.jpg,0.79,1.0,0.66,0.24,0.7424,18,onion
cropped_13876_2.jpg,1.05,1.0,0.64,0.15,0.7741,18,onion
cropped_13876_3.jpg,1.47,1.0,0.76,0.46,0.758,18,onion
cropped_20083_1.jpg,2.65,1.0,0.84,0.67,0.5969,21,onion
cropped_20083_2.jpg,2.56,1.0,0.75,0.41,0.6088,21,onion
cropped_20083_3.jpg,0.76,1.0,0.59,0.12,0.7339,21,onion
cropped_18360_1.jpg,0.82,1.0,0.82,0.73,0.7683,21,onion
cropped_18360_2.jpg,0.99,1.0,0.76,0.56,0.7893,21,onion
cropped_18360_3.jpg,0.7,1.0,0.92,1.0,0.7514,21,onion
cropped_42922_1.jpg,0.57,1.0,0.59,0.23,0.7236,20,onion
cropped_42922_2.jpg,1.27,1.0,0.71,0.82,0.7764,20,onion
cropped_00576_1.jpg,1.62,1.0,0.72,0.96,0.735,19,onion
cropped_00576_2.jpg,0.85,1.0,0.68,0.27,0.7886,19,onion
cropped_00576_3.jpg,1.28,1.0,0.73,0.53,0.782,19,onion
cropped_00211_1.jpg,0.4,1.0,0.53,0.16,0.4878,17,tent
cropped_00211_2.jpg,0.45,1.0,0.56,0.22,0.5299,17,tent
cropped_00211_3.jpg,0.74,1.0,0.99,1.0,0.7594,17,tent
cropped_35020_1.jpg,0.64,1.0,0.55,0.09,0.6827,17,onion
cropped_35020_2.jpg,0.51,1.0,0.61,0.32,0.5814,17,onion
cropped_00599_1.jpg,0.54,1.0,0.69,0.39,0.6487,19,onion
cropped_00599_2.jpg,2.0,1.0,0.81,0.54,0.6919,19,onion
cropped_00599_3.jpg,1.63,1.0,0.83,0.56,0.7404,19,onion
cropped_35011_1.jpg,1.38,1.0,0.87,0.81,0.755,17,onion
cropped_35011_2.jpg,1.17,1.0,0.74,0.31,0.77,17,onion
cropped_30896_1.jpg,0.68,1.0,0.55,0.11,0.6615,20,onion
cropped_30896_2.jpg,0.75,1.0,0.66,0.24,0.7286,20,onion
cropped_59314_1.jpg,0.84,1.0,0.58,0.12,0.7504,17,onion
cropped_59314_2.jpg,0.87,1.0,0.63,0.15,0.7707,17,onion
cropped_00582_1.jpg,0.55,1.0,0.57,0.23,0.601,17,onion
cropped_00582_2.jpg,2.67,1.0,0.78,0.67,0.5953,17,onion
cropped_00582_3.jpg,0.81,1.0,0.65,0.15,0.7676,17,onion
cropped_39161_2.jpg,0.92,1.0,0.64,0.17,0.7786,17,onion
cropped_39161_3.jpg,1.63,1.0,0.74,0.45,0.7264,17,onion
cropped_00581_1.jpg,0.83,1.0,0.98,0.99,0.77,19,onion
cropped_00581_2.jpg,1.57,1.0,0.82,0.78,0.7454,19,onion
cropped_00581_3.jpg,0.34,1.0,0.65,0.24,0.5476,19,onion
cropped_00586_2.jpg,3.97,1.0,0.6,0.16,0.4629,17,helmet
cropped_00586_3.jpg,1.4,1.0,1.0,1.0,0.7534,17,helmet
cropped_00981_1.jpg,0.42,1.0,0.68,0.49,0.5899,17,onion
cropped_00981_2.jpg,0.48,1.0,0.63,0.34,0.6306,17,onion
cropped_00981_3.jpg,0.32,1.0,0.68,0.41,0.4899,17,onion
cropped_19538_1.jpg,1.11,1.0,0.66,0.19,0.7823,21,onion
cropped_19538_2.jpg,1.13,1.0,0.72,0.3,0.7889,21,onion
cropped_19538_3.jpg,1.26,1.0,0.74,0.43,0.7874,21,onion
cropped_61465_1.jpg,1.69,1.0,0.69,0.26,0.6607,17,onion
cropped_38075_1.jpg,0.53,1.0,0.55,0.11,0.6343,17,tent
cropped_38075_2.jpg,0.74,1.0,0.99,0.99,0.7591,17,tent
cropped_38075_3.jpg,0.52,1.0,0.56,0.13,0.6329,17,tent
cropped_00580_1.jpg,0.67,1.0,0.61,0.15,0.7331,17,onion
cropped_00580_2.jpg,0.72,1.0,0.93,0.98,0.7624,17,onion
cropped_00580_3.jpg,0.64,1.0,0.61,0.15,0.7361,17,onion
cropped_05741_1.jpg,1.55,1.0,0.76,0.55,0.7397,19,onion
cropped_05741_2.jpg,1.0,1.0,0.65,0.18,0.777,19,onion
cropped_05741_3.jpg,1.95,1.0,0.78,0.51,0.688,19,onion
cropped_20769_1.jpg,0.87,1.0,0.67,0.16,0.7582,20,onion
cropped_00584_1.jpg,0.86,1.0,0.57,0.14,0.7482,17,tent
cropped_00584_2.jpg,0.68,1.0,0.99,0.99,0.7468,17,tent
cropped_00584_3.jpg,1.08,1.0,0.99,1.0,0.7768,17,tent
cropped_18374_1.jpg,0.46,1.0,0.57,0.12,0.6362,19,onion
cropped_18374_2.jpg,0.69,1.0,0.67,0.23,0.758,19,onion
cropped_18374_3.jpg,0.97,1.0,0.55,0.24,0.6965,19,onion
cropped_00215_1.jpg,1.21,1.0,0.64,0.14,0.7398,17,onion
cropped_00215_2.jpg,0.87,1.0,0.68,0.21,0.7723,17,onion
cropped_00215_3.jpg,0.94,1.0,0.68,0.19,0.7774,17,onion
cropped_05738_1.jpg,0.76,1.0,0.99,1.0,0.7622,17,onion
cropped_05738_2.jpg,0.9,1.0,0.66,0.16,0.769,17,onion
cropped_05738_3.jpg,1.09,1.0,0.74,0.28,0.7795,17,onion
cropped_00585_1.jpg,0.27,1.0,0.81,0.89,0.4368,18,tent
cropped_00585_2.jpg,0.44,1.0,0.63,0.24,0.5699,18,tent
cropped_00585_3.jpg,0.53,1.0,0.55,0.21,0.5799,18,tent
cropped_09635_1.jpg,0.59,1.0,0.57,0.24,0.6232,18,tent
cropped_09635_2.jpg,0.45,1.0,0.52,0.15,0.5412,18,tent
cropped_09635_3.jpg,0.7,1.0,0.99,0.99,0.7505,18,tent
cropped_53606_1.jpg,1.69,1.0,0.75,0.3,0.7068,21,onion
cropped_53606_2.jpg,0.74,1.0,0.72,0.36,0.7318,21,onion
cropped_29300_1.jpg,2.21,1.0,0.67,0.36,0.6757,21,helmet
cropped_29300_2.jpg,1.15,1.0,0.99,1.0,0.7741,21,helmet
cropped_29300_3.jpg,2.25,1.0,0.65,0.37,0.6647,21,helmet
